day,price_usd,daily_return,rolling_vol_7d
2025-01-05,3635.99,-0.005712519962372431,0.018852815434063846
2025-01-06,3687.45,0.014152954216045677,0.018327823611772036
2025-01-07,3381.31,-0.08302214267312091,0.040974134250441385
2025-01-08,3327.29,-0.01597605661710988,0.04148679816594658
2025-01-09,3219.2,-0.03248589693113624,0.040763509059056145
2025-01-10,3267.04,0.014860834990059635,0.03546331235395126
2025-01-11,3282.83,0.004833121112689076,0.03453140186590424
2025-01-12,3267.3,-0.004730674448570227,0.034576262042544194
2025-01-13,3137.51,-0.039723931074587604,0.033066420194491436
2025-01-14,3225.63,0.028085966259868478,0.02467427034786845
2025-01-15,3451.52,0.07002973062626516,0.037314606464821404
2025-01-16,3308.05,-0.04156719358427585,0.03898939426263585
2025-01-17,3473.63,0.05005365698825592,0.042639961742476085
2025-01-18,3307.71,-0.047765593917602045,0.047921042855855175
2025-01-19,3215.12,-0.027992175855803603,0.04925786850092225
2025-01-20,3284.0,0.021423772674114883,0.046654754337138095
2025-01-21,3327.54,0.01325822168087698,0.04589295641103604
2025-01-22,3242.6,-0.02552636482206072,0.03674728457083526
2025-01-23,3338.21,0.029485597976932176,0.03582905447621864
2025-01-24,3310.09,-0.008423676161775306,0.028854674340378944
2025-01-25,3318.77,0.0026222851946622328,0.022412027125985164
2025-01-26,3232.61,-0.02596142546786906,0.021987972639344006
2025-01-27,3182.44,-0.0155199668379421,0.020657298619898203
2025-01-28,3077.72,-0.03290556931159749,0.02147225513002442
2025-01-29,3113.9,0.011755455337067788,0.02185699170479954
2025-01-30,3247.39,0.042869070939978826,0.025684189976520992
2025-01-31,3300.99,0.016505562928998296,0.02662342923902995
2025-02-01,3117.54,-0.055574236819863065,0.03376407380759287
2025-02-02,2869.68,-0.07950499432244662,0.043161629584196046
2025-02-03,2879.9,0.003561372696607279,0.043798788459527616
2025-02-04,2731.19,-0.051637209625334246,0.04572418558036266
2025-02-05,2788.25,0.020891992135296356,0.046767154934655046
2025-02-06,2686.64,-0.036442212857527134,0.039545705816311554
2025-02-07,2622.1,-0.024022570943632138,0.034984293206767283
2025-02-08,2632.46,0.003951031615880396,0.035478447533424017
2025-02-09,2627.18,-0.00200572848210423,0.02579088415835749
2025-02-10,2661.19,0.012945439596830255,0.02696641015624958
2025-02-11,2602.59,-0.022020224035112057,0.021221515637119635
2025-02-12,2738.27,0.05213268321172371,0.02961106836961391
2025-02-13,2675.87,-0.022788110741453593,0.027343006794448843
2025-02-14,2725.95,0.01871540844659858,0.025884873427154283
2025-02-15,2693.04,-0.012072855334837373,0.026773782920297737
2025-02-16,2661.41,-0.011745091049520262,0.02735779351667152
2025-02-17,2744.05,0.03105120969711561,0.02933142167738047
2025-02-18,2671.99,-0.026260454437783687,0.030012376770223104
2025-02-19,2715.5,0.01628374357688478,0.022603752533642624
2025-02-20,2738.04,0.008300497146013663,0.020565547885211914
2025-02-21,2663.0,-0.02740646593913898,0.022190326169362694
2025-02-22,2763.22,0.037634247089748385,0.02640196128996452
2025-02-23,2819.69,0.02043630257453266,0.026006361947877202
2025-02-24,2513.52,-0.10858285839932758,0.04914934522432116
2025-02-25,2495.7,-0.007089659123460379,0.04871356596363331
2025-02-26,2336.37,-0.06384180790960448,0.051231883839220456
2025-02-27,2307.72,-0.012262612514285065,0.04990582595594586
2025-02-28,2237.59,-0.030389301995042528,0.04996226310059428
2025-03-01,2217.39,-0.009027569840766247,0.04309633638147727
2025-03-02,2518.11,0.1356189033052373,0.07545330189234145
2025-03-03,2149.01,-0.14657818760896069,0.08427173771988007
2025-03-04,2171.51,0.010469937319975253,0.0849468344067467
2025-03-05,2241.59,0.03227247399275157,0.08379300924726228
2025-03-06,2202.2,-0.01757234819926945,0.08391644100002185
2025-03-07,2141.6,-0.027517936608845606,0.08377056224163651
2025-03-08,2203.58,0.028940978707508336,0.08455518125679781
2025-03-09,2020.41,-0.08312382577442157,0.06526376457094968
2025-03-10,1865.1,-0.07687053617830053,0.04713653158055378
2025-03-11,1923.43,0.03127446249530874,0.04988438725494742
2025-03-12,1908.2,-0.007918146228352518,0.0455122506227769
